m/z,RT [min],Name,model_metabolite,mass_difference,Tags,Formula,Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55)
181.00893,5.937,,"3-(2,3-Dihydroxyphenyl)propanoate",0.041700000000020054,MS2 available,,2994482.04,3143697.293,3340855.078,2661002.452,2894013.463,4764204.5819999995,4138733.375,5208165.451,4115107.682,5460745.937999999,6154438.272000001,1735202.405,284070.1101,1534988.051,1869605.381,2178333.419,2067526.466,2229835.786,2230982.516,2412695.056,6669522.417,6460697.865,6521425.22
250.14486000000002,0.738,,Shikimate 5-phosphate,0.8524600000000078,MS2 available,,162246.9229,152941.7135,566607.3678,298014.0311,119656.7199,73996.52081,348476.2706,207787.3979,160443.5781,97292.60493,411004.3504,824114.4784,3527.207354,246679.86399999997,2103818.348,621867.4217,114656.133,59295.758279999995,191056.6337,148088.8195,1362306.687,1923922.2619999999,442262.8229
442.12125999999995,5.252000000000001,,"7,8-Dihydrofolate",0.9804799999999432,MS2 available,,3430832.057,3583033.2539999997,6497752.222999999,6444575.7360000005,4191684.559,2784540.4489999996,2426613.705,2714689.05,5486703.268999999,2848854.4910000004,3950398.626,3203662.912,6878.735651000001,3512201.043,2873162.6569999997,2860174.762,2421175.3230000003,2790596.167,1929510.201,1636867.965,3034332.856,3354260.164,2810143.2539999997
389.29012,0.8809999999999999,,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",0.8849400000000287,MS2 available,,484002.7499,305216.3775,267673.3772,292136.6093,561095.1159,1184713.919,1124685.77,2924747.501,825558.1551,2443445.929,1141874.195,791542.3309999999,25088.985259999998,664404.8079,640494.5054,999435.4378,1179324.487,855989.7595,1204811.4640000002,1418679.2759999998,2257353.274,1487225.2759999998,1211780.856
279.16342000000003,0.608,,Linoleic acid (all cis C18:2) n-6,0.0695299999999861,MS2 available,,2175562.101,1420708.67,1225186.6840000001,961686.8713,1438783.406,658548.5959,1470308.1030000001,986001.9391,579161.6416,695787.7753,723714.7162,1618868.249,70439.44555,974002.5038,1164607.894,2350209.375,643449.7076,2550986.469,1024682.902,4651150.528,738965.0970000001,1679470.241,1797389.4880000001
353.19882,0.618,,1-dodecanoyl-sn-glycerol 3-phosphate,0.02463000000005877,MS2 available,,1802828.23,1331902.426,1476070.544,3011486.863,1767132.75,842284.4037,1284286.8020000001,1170074.189,826626.0591,968507.7173,1551812.892,1839546.475,41066.90213,786273.6365,663424.6468,4968315.428,1444422.09,1640069.971,1199286.767,926855.8997,589539.4884,2345964.429,794725.4249
230.06692999999999,4.629,,Alpha-D-Ribose 5-phosphate,0.04777999999998883,MS2 available,,1023778.175,976491.7604,1365488.784,1576196.4409999999,299642.8039,605750.7198,220779.9531,336662.3282,1090679.9109999998,326050.9004,859575.9396,456946.2578,8841.630933,449224.4754,3249774.665,4991837.211,4106824.485,1161632.912,1122920.393,961006.2446,461637.5817,471415.5666,320194.3745
114.93579,2.813,,Cadmium,0.02442999999999529,MS2 available,,16572456.87,20992635.46,51779897.78,142644748.7,46101115.02,121783123.2,53088164.53,49057340.32,95187658.95,58499201.03,63604331.45,30957436.72,6151011.345,26006245.74,27482757.84,48023814.11,49512455.21,12894116.65,30008222.51,24813361.57,71850420.27,56585465.87,57428276.76
417.3215,0.877,,Xylotriose,2.1761600000000385,MS2 available,,932215.9748,555564.1972,2313035.741,1163629.132,1777321.08,1350574.955,864357.6538,2150283.505,1187208.436,1632017.149,1361550.438,1206320.057,35963.292180000004,704791.7607,1550438.8909999998,1093781.424,1864220.093,1559339.3630000001,2395863.488,2288152.9269999997,3563839.877,2762810.933,1260754.482
540.0549900000001,5.307,,"1,2-didodecanoyl-sn-glycerol 3-phosphate",3.7064600000001064,MS2 available,,2397667.127,2381812.1040000003,4473422.504,5064923.971,4902662.933999999,3521782.854,3308637.992,3357480.396,5419675.1729999995,3946378.95,4661035.162,2496047.0069999998,9995.530804,2471625.0,2973497.605,2956853.537,3505347.869,2251982.7430000002,1670239.043,1716559.494,2405856.742,3589038.119,2287686.663
142.05039,5.157,,Mucolactone,0.023059999999986758,MS2 available,,724024.3069,583787.4917,2034099.71,697548.2056,539333.6352,5662118.819,5246707.817,6145913.93,4663886.643,5439750.239,4804959.441000001,697576.3327,537572.4159,823362.3127,2972449.3819999998,1604477.784,1743170.011,893772.1507,1073505.8429999999,702137.6377,5032554.966,6400304.767999999,4805471.416
421.07475999999997,5.849,,"Alpha,alpha'-Trehalose 6-phosphate",0.0012300000000209366,MS2 available,,2771179.729,2484807.913,3644340.329,2975810.6989999996,3948237.6010000003,10158817.06,9859690.029,9225095.234,7939747.723999999,14488782.86,7378397.39,2377611.607,15617.62021,1674323.494,2700946.2339999997,2418536.489,2713225.835,3501329.4489999996,3014421.502,3309305.546,11787041.28,10635901.41,7007779.44
293.08126,5.205,,5-amino-1-(5-phospho-D-ribosyl)imidazole,0.968400000000031,MS2 available,,4519986.34,2607932.457,1100531.6709999999,1228063.27,1489301.436,1133781.758,1135381.853,1553992.7619999999,433262.5224,792651.1634,245143.9717,736121.3892,7423.700021,747813.5921,2042042.076,3476814.925,4675030.876,2052782.392,1487994.938,1658939.745,2044228.875,3307404.3710000003,1624514.311
330.87865,5.683,,DIMP C10H12N4O7P,0.8410200000000145,MS2 available,,8598097.679,8715019.691,8342345.26,7871189.811000001,5641794.791,6282495.597,7866145.261,7552410.823,6855838.05,6793813.524,6911963.994,13334973.65,29572.76849,10761746.35,10873185.21,15050774.17,13637289.98,14902482.68,12879696.69,13085819.97,10725744.6,10882635.13,11121490.09
200.9789,0.583,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",0.047639999999972815,MS2 available,,2777486.436,3373700.72,3606366.5560000003,3285355.23,3599024.57,3610121.885,4506116.375,3876203.325,3660080.75,3845286.122,5201990.867,2937250.039,8784.059647,2713234.393,3255460.4960000003,3720643.77,3371388.355,3159645.9560000002,3219135.772,2712493.5319999997,3994079.1989999996,4011719.869,4028924.271
256.96611,5.77,,"6-phospho-D-glucono-1,5-lactone",0.04140999999998485,MS2 available,,8078001.959,8869805.226,8165153.711,8338019.557,7817370.5879999995,7671081.002,8015298.352000001,8948379.564,7626384.297,7128308.592999999,7390845.844,8946279.354,18001.18383,8157447.499,8174412.227000001,8630236.547,8339132.052,7406857.267000001,6677356.382999999,5313973.586,7963610.512,8270830.38,7169130.244
178.97218,5.937,,3-(4-Hydroxyphenyl)pyruvate,0.06280000000000996,MS2 available,,7367211.969,7406972.449,7674095.864,7015126.145,7014052.231000001,7458147.09,7732846.938999999,8381903.091,7155377.387,8270263.95,8900060.024,7271665.818,1459966.45,7005361.722,7470313.58,10098425.65,8736208.506000001,10523225.02,10243264.51,10144246.89,11290065.98,11001177.74,12212328.71
188.01308,4.581,,Citrate,0.01518000000001507,MS2 available,,1002559.665,1108933.577,3730345.686,4323651.102,3429854.5,215951.1104,156745.8089,146674.9272,809685.5119,339153.7481,539931.9266,4597166.488,8246.207594,4056644.6489999997,487519.4692,510316.28,803302.5719,562270.9884,463972.4819,377096.8089,120930.8703,116721.4789,141654.3083
229.06507000000002,3.52,,Deoxyuridine,0.017549999999999955,MS2 available,,9028378.578,8123361.886,4655958.763,3828812.099,3748739.6569999997,4071098.49,3971837.479,3775111.921,1050478.649,930295.4835,612270.8664,6166262.9120000005,12731.43241,4560319.5430000005,3222917.8680000002,5365672.033,5951111.972999999,4079497.588,3762470.8660000004,3761964.9839999997,4130955.422,3435559.333,3570962.8010000004
197.03125,2.0380000000000003,,L-Threonine O-3-phosphate,0.021230000000002747,MS2 available,,1777972.15,2280770.391,2725925.3210000005,2834790.48,2356066.817,12913767.1,18084420.75,22109108.33,44187156.22,9582533.736,32863453.17,2472848.585,93917.86341,3624036.873,24276631.25,11432674.12,8306791.605,14464437.52,19710826.05,14673067.66,20910072.22,16532225.83,17380063.75
214.04833,5.164,,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",0.0005899999999883221,MS2 available,,702537.6895,608975.58,1418328.4640000002,1267026.875,1238406.5459999999,2172376.029,1295931.173,3258371.937,939337.5762,5063373.142,2879184.8389999997,834914.8243,12563.376040000001,1020028.833,582108.3491,501983.905,527598.0286,683765.8775,806918.5292,626314.2164,7529162.524,6968322.777000001,7770638.847999999
158.04516,5.252000000000001,,Allantoin,0.0011700000000303135,MS2 available,,33897.50655,42270.699960000005,97001.95756,257205.3397,59021.041229999995,4539422.3610000005,3437535.027,4216735.09,3744878.309,3489351.959,3887130.238,74561.66507,7235.217248999999,35256.49089,1874556.322,1750955.076,1510158.455,808943.277,697419.8578,583060.2551,3507134.738,4419657.959,3210823.8419999997
249.14959,0.8440000000000001,,S-Acetyldihydrolipoamide,0.06386999999998011,MS2 available,,2377585.885,2001972.958,1091593.877,3110757.707,1603112.379,48270.224539999996,25510.95879,94015.76986,447898.8241,16979.06338,82955.77386,636955.1022,6386.887374,52345.79603,513353.9611,556940.1514,531662.0499,56514.29005,57555.055920000006,26646.786959999998,62455.528289999995,88727.26427999999,984188.5286
251.09589,0.713,,Deoxyadenosine,0.005949999999984357,MS2 available,,4412547.488,3149233.1160000004,4172727.003,5517781.922,1713095.545,948572.5959,2084973.881,2056375.322,1507994.773,3038322.262,2076927.561,2609425.125,8050.223161,1800755.572,1314419.759,2173358.259,1263256.135,1851973.7859999998,2349285.221,2433087.006,1903850.659,2648915.4869999997,2973545.215
147.06573,1.0659999999999998,,(R)-Pantoate,0.0005500000000040473,MS2 available,,7280148.815,7961938.592,2839773.479,2000027.5569999998,2208999.247,534377.5644,651660.2483,570458.5044,335781.6994,188796.6964,275270.4289,426456.0501,18954.357819999997,329206.2432,364315.3879,319123.9141,299133.0597,294921.105,299879.594,251344.2877,174340.3853,277334.9907,214055.3067
146.10253,5.033,,4 Guanidinobutanoate C5H11N3O2,0.009399999999999409,MS2 available,,3105795.123,6547721.805,5580348.696,6284922.406,6168103.366,4370804.392,9052274.622000001,4256225.35,5390354.005,3668300.845,3546512.236,3574159.082,10456.6858,2536456.098,5714623.551,2766364.852,3347100.247,3062396.6769999997,3469753.434,3484192.708,1762553.382,2961668.564,2085449.121
143.10712,0.987,,Octanoate (n-C8:0),0.0006300000000010186,MS2 available,,2215422.34,2657245.438,5061069.659,3108078.953,2850529.7610000004,4110564.1380000003,3128330.36,4031389.336,4457850.333000001,2839034.856,7038206.454,1456318.1719999998,524281.0917,2625479.153,5284688.484,4446987.259,3339839.0919999997,1769912.226,2858210.611,1240772.687,3040032.328,6725242.651000001,2994378.917
195.06588,1.07,,6-hydroxymethyl dihydropterin,0.009739999999993643,MS2 available,,13709687.58,14736069.22,16626519.31,15493954.76,10929864.3,174398.2234,203398.385,152784.8309,1178992.05,685940.3961,754145.2173,207552.9841,23666.05588,253714.1085,349398.75399999996,558143.6539,311677.0537,279523.262,294198.4499,249777.8817,237373.8133,308294.5734,351781.3607
157.02477,1.943,,(S)-Dihydroorotate,0.0007100000000264117,MS2 available,,785003.0139,1991151.655,2208360.73,2335049.25,2812683.012,25929642.24,5841669.977000001,10790420.62,7310032.2129999995,3066550.1489999997,3586504.817,3579186.789,125665.4683,2767682.107,10317492.43,6312625.993,9140412.416000001,2321527.438,2267286.762,1704074.614,3639755.167,4619498.766,3514278.617
145.98757,5.04,,(S)-2-Hydroxyglutarate,0.03504999999998404,MS2 available,,5437681.6729999995,5605916.212,4119149.9310000003,4777909.9860000005,4377161.65,5142623.055,4969176.079,3732599.8439999996,3004188.96,2747518.9269999997,3650676.482,5690792.057999999,11038.39147,5595673.933999999,3071679.854,4640837.853,6041494.706,4897554.653,1646267.0680000002,3208187.5810000002,3925412.185,3075000.914,2360569.2369999997
264.94265,5.426,,Thiamin,0.1691099999999892,MS2 available,,1909733.638,789954.6972,1801376.6409999998,541949.3108,1003707.9190000001,369253.7755,990159.3521,708395.4649,864548.1799,1193379.1090000002,1298183.4109999998,3446905.7010000004,8959.120101999999,3684578.932,1676163.1830000002,1924475.574,1329703.082,1262221.491,1276165.244,1070412.16,1404816.2880000002,662021.5643,812093.4222
197.09278,3.576,,L-Threonine O-3-phosphate,0.0827600000000075,MS2 available,,2201460.639,1805281.6840000001,10028185.18,12150514.97,6453929.526000001,2499798.998,758878.4317,1988533.247,2271649.5840000003,1488111.504,1316940.81,2140685.961,1030604.943,2152244.7,3012487.559,4850549.258,5011658.976,2230531.297,1559357.36,2096603.664,1595324.494,1505837.531,1400384.2619999999
517.11741,6.572,,GTP C10H12N5O14P3,1.8441400000000385,MS2 available,,2605647.267,2551471.544,2857020.751,2600676.256,1993294.695,2440967.241,1630380.334,2867920.127,4007630.04,3433697.6339999996,4201855.476,1597246.243,7876.294335,1249609.995,2332009.628,2693846.925,2843423.61,952666.302,799660.0788,535669.8083,2999590.423,3506161.026,2721617.725
322.05908,5.23,,Pseudouridine 5  phosphate C9H11N2O9P,0.03776999999996633,MS2 available,,22876.37613,23170.68289,9720.181745,18511.244880000002,9011.479646,2489220.374,3050963.1810000003,2212799.5409999997,865313.941,630781.9482,1433153.9230000002,13462.56151,6009.728679,11961.46909,69064.0601,59907.015479999995,56824.3066,160734.8237,106838.097,96342.28848999999,895126.1109,1048765.065,1254725.623
291.08335,5.202000000000001,,S-(2-Methylbutanoyl)-dihydrolipoamide,0.0493200000000229,MS2 available,,241938.9752,2607932.457,1100531.6709999999,1228063.27,1489301.436,1346468.4780000001,1135381.853,1553992.7619999999,433262.5224,792651.1634,245143.9717,1597755.301,8257.500617,747813.5921,2015180.843,3552373.972,4675030.876,1434959.159,1487994.938,1087606.1979999999,2044228.875,3307404.3710000003,1624514.311
173.01985,1.615,,Shikimate,0.0257000000000005,MS2 available,,456918.52200000006,467654.9441,529549.4191,593399.6202,531056.9643,1990620.114,1290251.8390000002,2283982.144,3545031.838,3075273.653,2703104.975,260078.2158,10228.17289,346502.3006,5067945.801,5612357.834,4463386.797,2381662.154,2003335.003,1954123.664,3146180.78,4440250.557,3144614.455
148.03985,1.179,,2-keto-4-methylthiobutyrate,0.019710000000003447,MS2 available,,4988955.883,5512426.197000001,3784185.25,4900365.6389999995,3007701.982,4450713.725,2654829.159,3372416.8619999997,5014491.676,6267992.198,6956437.866,3667361.2060000002,23579.61378,1883344.042,9378920.399,12746036.54,9109857.495,9471607.897,4313752.804,3956306.0919999997,6628411.83,2265411.693,4647416.536
182.993,4.7589999999999995,,O-Phospho-L-serine,0.001370000000008531,MS2 available,,8311.700831999999,8185.049870000001,343266.4378,184815.7471,379506.2646,505680.3155,2470206.305,3326595.135,24921.01953,93090.63349,14025.231619999999,8812.283368999999,5800.043977,18499.79768,50986.428810000005,7631.926076000001,8401.806528000001,7647.9758409999995,16861.40711,7451.971202,135569.2344,163480.8889,221441.2363
184.06104,3.25,,Choline sulfate,0.0034900000000277487,MS2 available,,3238266.3030000003,3834760.4460000005,1478652.507,1430961.648,1179834.29,6058939.664,4739355.693,6256929.606000001,665923.8523,718635.1943,975967.9971,2334416.617,9787.125861,1943592.721,1461377.489,1752849.241,1495138.739,1952469.869,1643468.775,1658211.41,1126914.356,1257807.456,829208.4659999999
646.8744,5.77,,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",0.4159500000000662,MS2 available,,4128523.765,4414586.046,4318129.624,4577193.329,3710460.75,3675025.9439999997,4126594.748,4954434.265,4097077.433,3047010.7819999997,3069375.8310000002,4981890.7069999995,11317.491109999999,3950548.225,3765748.988,4609109.033,4149717.4280000003,3771569.09,3088401.012,2332689.973,4053779.377,4367383.276000001,3166423.442
314.03357,4.737,,Dihydropteroate,0.9281100000000038,MS2 available,,10889.20377,35931.8062,2118509.001,920974.063,1164003.697,1164993.357,4978290.335,4422384.6280000005,36641.98921,230112.6772,215832.4249,10432.44467,8065.962068000001,10277.07152,54343.331920000004,10613.51026,10803.97809,9725.614365000001,9927.274954999999,9942.960712,514808.2546,614479.6527,666918.3117
239.2016,0.9329999999999999,,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",0.861789999999985,MS2 available,,366864.6394,64991.27947,285822.1661,51074.29569,249415.0115,2290068.352,1611277.094,2892117.0719999997,1987453.745,1477004.424,1530660.689,1411614.105,186585.3754,1514642.145,1306391.007,1269502.119,1326401.73,600532.3893,767634.1613,1114348.635,714528.0818,730445.7216,1556755.264
665.2133200000001,6.2170000000000005,,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",0.22658999999987373,MS2 available,,93912.3283,245709.0507,468781.2979,550126.1531,515017.8409,886394.7048,998547.8254,1110365.1670000001,1056268.997,1247779.268,1322006.567,4041284.378,7789.024328,2945554.416,1072677.321,737367.2961,710148.7027,818119.625,694853.1677,422640.4636,890525.6526,1009781.7440000001,1152088.102
244.08263,4.471,,Biotin,0.00625999999999749,MS2 available,,838348.8745,864240.2647,6113765.437999999,8517436.662,3938383.9110000003,362790.4585,134801.1632,206412.435,87563.95642,648932.5694,653845.3535,234699.1195,10035.94319,240434.896,3296352.825,4302819.223999999,2924069.625,295848.2801,221320.0606,112605.3193,699718.368,977470.9821,624574.6136
704.5233400000001,2.8110000000000004,,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",0.012269999999830361,MS2 available,,743833.9698,921086.2684,434120.0057,342557.76,170256.99800000002,2973818.695,3446799.23,3731348.643,1328439.111,741974.6051,980899.7594,1705557.996,12302.143240000001,1507571.5480000002,2442937.305,1253339.303,3254506.827,1036574.215,925946.8835,1014754.563,1345885.8380000002,1641613.389,1427542.13
293.08127,5.301,,5-amino-1-(5-phospho-D-ribosyl)imidazole,0.9683899999999994,MS2 available,,3104665.639,2779524.9710000004,1117252.185,1187603.747,1259377.035,1393380.2769999998,984033.6884,1264805.179,445258.6104,546284.314,287597.9456,1073521.493,8313.799761,1068164.538,1312290.83,1651029.112,1995340.487,1050347.749,798177.3682,780224.0197,1086029.788,1681076.2580000001,874968.9431
535.15266,4.808,,"1,2-didodecanoyl-sn-glycerol 3-phosphate",0.18786999999997533,MS2 available,,660220.3497,885388.5494,1155195.709,1123113.995,1687490.5880000002,2034424.909,2643027.905,1768892.969,3082401.9869999997,4253649.216,3659854.31,2681922.3140000002,9067.181367000001,1635087.2780000002,1165080.52,915388.7386,833037.2214,862233.4338,973730.8632,834275.5863,3396420.0319999997,5049902.4569999995,4978673.091
385.12823,0.9309999999999999,,DUDP C9H11N2O11P2,0.14277999999995927,MS2 available,,2551143.952,4121764.486,4269246.425,4870677.751,4602285.048,60724.29756,52628.45036,63477.481329999995,48322.59758,40643.403889999994,57765.30595,64196.35046,6445.772172,47788.1849,43712.84885,48386.80639,44974.844110000005,34524.810289999994,37492.4978,29102.982589999996,37360.48099,41257.14323,42573.68267
231.09849,4.885,,Gamma-glutamyl-gamma aminobutyric acid,0.00015999999999394277,MS2 available,,782667.6213,877986.4685,1636036.995,7741576.756,1052720.081,3266473.043,1773410.85,3402715.973,1238725.4540000001,1986620.3830000001,1267514.586,724060.3469,6149.336926,719144.5201,7868204.715,5970605.876,8002846.209,2690563.659,2789319.36,1944791.904,1828935.07,2369766.706,2005640.3869999999
196.95023,5.354,,L-Threonine O-3-phosphate,0.05978999999999246,MS2 available,,1439359.3469999998,1456754.9530000002,1770867.1909999999,1081885.4740000002,1149770.27,772902.6915,889874.9679,125533.3535,965941.1043,1545867.8469999998,1676527.824,3007991.628,8525.109839,3174337.401,3705760.787,5402005.464,3037686.9689999996,4066516.1769999997,3212857.7789999996,4461888.907,2667556.67,2382330.069,2758193.898
291.07212000000004,4.672,,S-(2-Methylbutanoyl)-dihydrolipoamide,0.0605499999999779,MS2 available,,10646229.73,11253547.08,12784149.63,15513977.11,13297442.93,11436993.59,11979573.95,12045941.12,11442529.73,11474573.44,12204788.56,8972167.554,31438.210769999998,6732266.018999999,8869728.351,8424323.155,7275245.998,4416254.723,8894142.335,2770808.8039999995,10721613.96,11242712.97,10970263.59
187.07193999999998,4.1930000000000005,,N-Acetyl-L-glutamate,0.022769999999979973,MS2 available,,8679456.295,8045461.835,1996117.1909999999,1810577.4619999998,1763889.18,865632.0322,906596.1911,482230.2569,96138.20349,452063.37799999997,662052.6129,1755025.2619999999,19787.90979,1453596.0159999998,1215165.117,1582570.168,1122209.91,1433566.626,1168924.182,966286.9547,541211.3526,700416.6334,448583.3193
223.02818,0.852,,L-Cystathionine,0.04724999999999113,MS2 available,,1144859.614,1098115.447,4256077.45,996423.2501,1383405.649,1038488.043,2687391.808,1070242.063,1474549.48,994623.7528,2654923.736,2376350.377,139225.152,3455754.27,2135991.172,3389217.877,2311623.385,1912212.823,2226379.579,1569491.0590000001,1671795.2040000001,9666782.468,2013624.844
223.02816,0.81,,L-Cystathionine,0.04726999999996906,MS2 available,,1144859.614,625565.5177,4256077.45,508751.0219,385424.33,436483.2594,2924212.506,358083.8531,461004.7846,265857.0255,2654923.736,3871019.295,217534.5719,3455754.27,1119404.006,1294074.696,2002630.331,335770.7778,1914139.95,420478.3497,5332158.765,9666782.468,854242.9247
186.07675,2.792,,N-Acetyl-L-glutamate,0.9724199999999996,MS2 available,,4903658.466,4602233.173,12411904.92,18851037.36,5355182.765,2539849.148,2117023.516,2326145.3880000003,4172152.1180000002,3019981.56,1422967.8159999999,5838447.294,2045413.175,6606369.057999999,28685902.76,35554488.66,37106443.4,3373031.389,5297657.141,2959532.25,3193082.704,2777844.415,3002252.12
371.02449,4.574,,N-acetylmuramate 6-phosphate,0.03908000000001266,MS2 available,,10369.18246,10792.38937,10573.72837,11606.23678,10718.00608,74900.28522,9614.438638,637007.2284,10907.52041,2202428.5640000002,154834.2491,9341.577814,7620.004773999999,9094.4756,10193.4582,10039.5065,10350.939629999999,8797.461939,8984.089072,8603.587602,2486659.264,2385480.7180000003,3406180.222
689.51188,0.8140000000000001,,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",0.1675199999999677,MS2 available,,718476.1589,830577.8863,2050968.699,1459830.1619999998,719885.5373,206813.9991,184068.4583,160740.2915,738909.4754,126958.31,248330.2539,2703723.128,6539.902388,1849390.345,570245.3378,395194.2648,513692.7354,719946.6231,390536.5915,316034.1491,113176.7362,76798.44219,69239.98203
305.02261,5.935,,DCMP C9H12N3O7P,0.01976999999999407,MS2 available,,718435.2253,791329.224,867954.6387,740102.3898,753317.2127,1939839.164,1485581.831,2394184.3419999997,1602169.303,2283126.196,3092638.881,283721.9043,7657.38485,214889.8834,320079.9712,386672.081,332682.3133,404154.7385,429912.523,497844.3618,3336328.3430000003,3035522.922,3299525.443
451.15693,6.572,,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,1.1123299999999858,MS2 available,,2136298.069,2201415.494,2380296.894,2055936.447,1573475.707,1989864.815,1328787.347,2378971.4,3236900.478,2835981.26,3513217.1580000003,1311353.237,7931.68142,1053687.233,1894016.928,2219123.8030000003,2282304.558,884237.6024,713988.3116,452758.5512,2439204.043,2839057.925,2236547.976
299.12812,0.9159999999999999,,N-Acetyl-D-mannosamine 6-phosphate,1.9281500000000165,MS2 available,,1666258.196,1548782.8669999999,404583.9508,4774160.958000001,2385694.015,70585.07669,63870.22775,73785.33911,56169.51357,44321.41372,67145.58611,74620.94257,7492.475687,55548.319729999996,60216.2538,56244.14901,52278.13163,40131.158039999995,43580.75662,32676.237060000003,43427.30212,51905.33779,49487.05505
146.10276000000002,5.143,,4 Guanidinobutanoate C5H11N3O2,0.00963000000001557,MS2 available,,3255285.293,3133218.369,2861024.242,4176048.841,3742874.8260000004,2976119.025,2907942.671,3006517.275,2598298.985,2175592.442,2132376.1980000003,3559398.619,7505.794833,4133720.211,3325951.5160000003,3121382.877,4992240.992,2810481.645,2456903.938,1496291.321,1868470.801,1811745.408,1784023.491
377.08485,5.435,,Riboflavin C17H20N4O6,0.9458400000000324,MS2 available,,1599050.595,1984623.4730000002,2529841.778,3327947.389,2590094.839,3261310.318,1712072.0880000002,2101912.228,3698350.713,2485092.0519999997,2588515.252,827697.7411,10318.68132,702678.3616,1339321.683,970724.5825,931589.2151,524779.5081,686910.5768,426181.4316,1301677.717,1791951.5180000002,1367310.935
276.05449,4.462,,4-(1-D-Ribitylamino)-5-aminouracil,0.0524899999999775,MS2 available,,4671901.933,6054871.166,2791973.653,2266809.8430000003,1145828.007,1473481.5219999999,2287092.015,2724394.6980000003,1524494.236,864563.5216,1564516.836,1931056.0869999998,9601.190942000001,2050816.74,2600279.151,2632849.16,2226014.706,764630.8473,845333.3595,640854.9327,1149118.872,2647853.6569999997,2390389.482
158.96936000000002,5.768,,3-Oxoadipate,0.06125999999997589,MS2 available,,13065381.77,13501626.63,13474335.52,12820538.94,13327495.19,12496180.57,13334079.12,13811423.74,12069247.48,12527625.82,12583099.49,14084383.45,38680.932960000006,13445113.55,13749440.47,14095009.04,13898282.56,12898259.38,12387124.73,11369265.93,13741306.98,7141231.432,12864033.2
145.98758999999998,5.145,,(S)-2-Hydroxyglutarate,0.03503000000000611,MS2 available,,3380893.895,3424194.152,3836183.0530000003,2570115.875,2342600.135,2909140.369,1132246.243,2470084.26,2834132.087,2198807.671,2516707.984,4814942.089,10976.00064,3036059.0330000003,5603376.1729999995,2372612.466,3134610.1160000004,2873484.494,2454001.752,1804401.451,1456215.2380000001,1988753.785,1853682.774
176.09224,4.306,,L-Citrulline,0.011449999999996407,MS2 available,,4891684.589,5408635.244,5411765.922,5257514.284,4624578.487,902801.265,773586.3218,911959.6552,856772.6099,781290.6415,851640.0279999999,786787.9299,12157.68005,716248.0219,606726.3182,588645.8035,540288.9098,984852.4146,823470.017,646942.9354,569764.6462,757952.9088,630801.3471
179.99674,1.094,,"2,3-dihydroxicinnamic acid",0.04552000000001044,MS2 available,,2407164.245,2770409.8389999997,1671742.269,1705253.169,1943180.938,6426459.345,3969816.877,6192244.937999999,5382763.289,6668258.734,5930638.793,2226399.211,41141.83051,1673856.9230000002,3068476.0360000003,7420981.267999999,8146925.572000001,2632122.7819999997,2561251.346,2541142.4269999997,4912623.018999999,5510138.627,4983161.157
654.98366,5.726,,2-Octaprenyl-6-hydroxyphenol,0.44608000000005177,MS2 available,,337619.8565,370537.2733,571993.6293,496002.6146,525596.4278,1870555.124,2292574.941,2244729.12,1556444.36,2092446.469,1978400.907,330722.9196,7458.243342,209264.4306,563831.7978,491184.9467,433831.6335,481712.4639,445184.8865,231026.5238,2938286.224,3090163.46,2190571.884
