m/z,RT [min],Name,Tags,Foston_In_1-A_Met_LC_HILIC_Neg (F32),Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.9955,5.267,,MS2 available,1224157.299,952343.7932,941881.0897,2005478.567,1512443.021,1794211.737,1995867.939,1934735.926,2723531.651,5201837.559,7377331.716,4571435.602,2390887.283,5198.549376,2067144.301,2507712.305,2710400.11,2746416.304,2350811.227,1611030.188,1628257.299,5146412.196,6493311.804,5461499.397,74144.72366,67417.09618,68938.40515,60659.99674,60639.30627,60197.25043,62720.90868,61949.657,61509.67483,70044.34533,64463.94217,65526.26015,64495.07492,1293608.07,417530.2444,75807.24255,64793.94822,60385.89114,70555.30703,62961.98607,51361177.05,24036436.13,66512156.56,7671957.014,6647042.082,7279445.256,64797.55698,61118.82054,60498.03701,2885528.298,59681.44169,66601.62711,57748.75893,96431386.45,77823312.04,90750345.36,64616.32023,65260.66892,61681.16212,62444.59062,89594.21018,64437.15171,91592.03683,90784.94559,95182.72102,85094.4717,9078354.062,2131709.705,5243955.642,2287667.605,699894.9038,1946507.836,82574.31298
419.05911,5.56,,MS2 available,2952555.534,3617793.62,3391272.487,3935228.026,3738157.9,3858498.429,14894528.76,13744887.69,11634562.8,9683871.288,12886564.81,11112317.16,2621262.913,13641.58483,2494513.039,3155905.169,4363742.429,3860578.824,3131685.842,3347502.498,2806671.676,18266091.14,15856283.25,16788974.79,30671.73645,25531.96083,24404.67221,23530.45434,38823.73089,32694.93763,28897.82141,28690.44758,21604.93991,17967.01423,26829.81358,28665.33469,24273.12689,21358.01067,30662.44644,26081.93066,27539.46548,41949.25765,23985.1468,23623.16089,25601.33579,28961.92872,27505.05876,25583.39997,25249.79624,18520.23707,17480.82149,24221.52213,22804.41829,28460.23687,31294.39141,27590.80508,26840.54019,31108.65376,27520.57451,29667.39018,18897.87158,19306.43997,17777.50018,18492.55879,23630.17826,24100.29283,28770.86787,25524.43128,27912.89566,25262.39831,25040.9695,23664.44619,27139.50461,19408.16026,25277.88976,25125.77222,20552.41959
399.11364,4.638,,MS2 available,23934103.58,31287566.26,32590176.48,37324627.76,39682741.68,38937440.87,33902444.6,35453268.1,36555967.74,34295953.79,33870424.69,36774237.19,23641912.77,38722.2942,19998530.29,23657352.51,25723313.27,32118519.77,22319401.91,24715444.29,23854861.17,30646763.67,33327408.74,32720930.62,13439.46787,12025.71171,13545.80441,12555.71366,14484.5712,12376.86508,13638.08495,12353.81549,12421.47706,12140.42002,12476.4188,12862.61585,12643.79113,15923.27654,12843.49142,12744.98484,12947.59442,14123.41082,13470.80746,14048.78389,12518.09703,13238.72312,13327.36669,12434.9054,12620.26412,12531.30898,16254.39417,12216.88643,12187.46817,12570.42732,12490.59297,12087.23771,12145.97836,12979.31269,12562.2074,12784.6737,11969.15115,12138.81457,12366.15605,11781.60953,14012.70811,12543.44188,14349.27369,13943.74529,13400.44141,14024.14724,14640.30569,13580.93624,15730.44172,12910.82188,11791.73722,12704.10104,12382.46158
257.11844,0.905,,MS2 available,3228009.007,3349710.566,3197570.414,5151341.344,5078925.529,4662809.785,43662.3081,45026.10253,35805.74663,30698.31273,31244.92567,30938.86256,36079.69019,5159.694319,27782.9289,42450.18866,29909.39135,20437.93281,16685.44681,20202.11645,17929.68981,25378.81696,36591.30621,27245.61534,17829.33305,104775.4227,17635.18425,390815.7544,17398.60705,310356.666,17087.71615,17349.70003,1105006.55,16948.48764,17223.34199,517006.4312,289347.6012,1107299.145,657436.689,17222.00093,91028.02583,18214.32106,16902.66958,17971.50068,17009.2864,17340.37357,17706.94713,17326.71471,16921.99697,16532.39864,18459.00203,17066.58657,17339.63436,16944.66943,16689.09982,17256.52594,16556.77935,17383.35437,17296.58065,414021.0641,17087.93503,16737.12909,17374.05531,16636.56346,417035.6937,17078.30893,18227.53882,19229.72202,18884.55291,18590.85638,18094.60317,18066.76376,3199380.594,17492.13247,15921.2962,17204.34349,17771.58857
183.07706,2.932,,MS2 available,2076261.627,1929928.145,1598636.533,12823798.78,21241301.71,5003825.407,1144292.519,468270.6187,504507.0965,4029626.406,598355.6929,684006.79,4258616.091,29631.34161,4549303.72,32389953.52,39125145.99,37907857.51,2757816.026,4250086.451,2541413.842,774360.3251,2287926.756,1278704.822,3220003.365,7912560.547,2512455.946,4348339.738,2400525.353,2346501.006,2280148.416,2938684.53,10337811.67,4605278.913,6905463.18,7808846.799,5595604.298,4881068.69,2765923.702,3495847.537,4470054.192,4111731.286,3479861.549,3811347.024,3100969.905,4940753.621,1831364.356,1977857.35,2188241.375,2653064.295,4320956.307,2706055.315,3502023.552,1709558.244,3508243.946,1898329.523,1104140.743,1994247.592,1779390.754,2645378.094,2448571.565,2097938.14,1094756.294,931510.831,1172157.505,1981057.486,2649387.396,1410065.011,2059174.323,1370046.95,856649.06,1363827.25,1907984.457,2105027.215,2380471.11,2402073.745,2312364.261
163.03949,2.302,,MS2 available,43485568.44,37908938.5,35940518.26,12875848.82,9611823.866,10540674.36,29645794.36,24452073.34,28963779.84,20980111.01,23388631.89,22190104,3127611.681,40521.64335,3808190.861,42572475.77,52600300.03,39346463.64,15248914.3,13934382.51,9969975.518,54415351.39,60697070.54,52819861.93,2490633.355,35218.55111,54156.84018,64912.25201,52757.07414,51720.7842,94944.6289,48805.53406,40713.54645,25012.50581,58101.92064,43898.54207,71099.27236,37217.65491,49011.80339,34247.5024,44922.65143,59908.76184,36642.18779,56915.20464,43238.0118,49992.67983,48805.1743,38962.42159,42503.98353,35230.14228,27815.75546,52295.81889,30552.62333,48287.22905,48398.3868,57090.38414,48336.26968,68877.76872,57717.03349,44999.11199,25127.4072,24742.12542,24608.80411,1345940.684,13021364.35,34674.37017,12693861.08,3916370.728,3939367.454,3788796.526,36649.43198,33009.60311,83732.74071,41813.23766,59603.44265,58832.84481,25855.85753
163.07582,1.035,,MS2 available,16183994.68,14468452.34,18976225.77,16399589.47,8542374.397,14575305.34,12011263.1,12288699.77,15164854.33,14705246.99,15031530.47,12697703.71,3895463.415,14177.57229,4472562.051,5580776.228,8345048.555,8972626.442,7746610.893,6236407.324,4148936.462,10458986.56,18533979.1,9628357.519,15418.73995,14845.39082,15326.00536,14506.99685,15331.33621,14694.46927,15694.1498,15701.01054,15784.72969,14398.62481,14610.31358,19909.74676,15121.37827,17398.07141,16893.42252,15652.74909,15632.95098,15741.95452,14794.91385,16468.69192,333555.3103,633774.7416,2899872.58,198916.3754,26971.22315,17025.46632,15412.00814,14816.35463,15724.0844,15417.58435,15147.81791,15303.17631,15333.12076,1096556.793,1876638.445,599959.9513,15099.56305,14887.70586,14815.29034,14889.06721,27606.12346,15318.2749,28241.69465,29810.06181,29929.60004,28770.75765,2570263.818,2072637.788,20962.03397,16361.68877,15190.07675,17989.46887,15136.62317
221.03011,5.494,,MS2 available,1059035.979,885711.4623,90152.74334,245719.3906,247815.3406,203234.8985,4360772.738,110810.1509,1312456.508,183098.1766,15443707.42,16519666.28,126157.7487,7107427.257,51974.53378,68637.50335,934659.1284,478210.9069,998962.3741,86348.35129,1049533.51,7614339.924,7641061.259,7432337.794,116575.3685,109206.5997,114302.9442,97690.42211,95542.0276,97286.88426,98988.26178,105547.3483,102720.215,110818.9069,103755.0341,103106.9086,109944.4628,112071.3713,95497.18509,101993.2393,98580.77508,99092.31627,114931.6141,102396.1864,98718.49298,108036.0095,111874.2503,111913.4898,99291.47255,96803.81511,103461.115,98530.67633,100515.6032,103490.3059,98745.37831,113021.6882,96318.33007,98261.21789,101609.2318,98176.15813,108010.1931,105777.9341,101515.6978,102893.612,126993.0752,106330.4275,134391.4551,125318.9835,138638.0977,130904.2956,102049.7552,109973.6302,105282.2771,105198.5097,100461.2507,97528.70436,128846.2823
203.01935,4.835,,MS2 available,251751.9508,16354.23899,368656.2062,280863.1055,324561.3028,158270.0086,1831244.526,78632.93788,2784804.807,90933.38463,8902011.766,6255664.311,62763.94822,7810.078392,15844.75258,24474.10988,23550.7686,22498.972,68137.0774,19982.61315,18859.49014,5688311.791,7217390.071,7520141.476,12611.59824,606035.0347,12786.59354,624854.4679,554649.4085,680854.0472,988245.301,12244.86645,459172.603,12145.34008,130584.3772,16854.47674,4472339.242,801074.0455,1791055.014,100839.0371,194257.8493,737481.1117,870612.7182,14148.47542,17627.95056,16986.66033,23577.90528,14772.70158,16025.96108,13814.70845,12573.20933,102874.5228,163535.0679,14611.30825,396521.6884,386110.8173,1855079.34,19472.2078,20357.03959,198639.8857,12499.0179,12101.86989,12551.25913,291388.5581,375341.3249,17691.67427,656696.7552,19520.05827,193935.4374,349320.9813,21391.78699,19365.92691,789703.5574,13145.10692,12092.82851,14216.14675,2488979.945
223.01983,5.936,,MS2 available,4931374.472,3698192.441,3782435.981,4124008.753,3401353.02,3435668.088,6644158.685,5632221.812,7544344.885,5663727.014,7245776.231,9148824.856,1948975.453,110385.683,1638746.958,2154336.24,2507634.262,2253522.286,2429039.074,2507971.895,2556721.43,9289373.042,9198984.636,9250098.94,43108881.8,30735.3557,29862.09357,29044.53652,30940.70254,28956.57015,31104.7897,31106.34334,30643.3611,29542.44421,31406.264,32282.25145,30307.13984,37249.51411,31459.58361,29774.1085,29442.26123,31244.96183,31258.59002,29930.25531,29513.14852,30170.01935,31824.08821,33152.4115,31326.81799,31886.63708,31732.58394,29799.49951,31495.87697,30944.08874,31110.70273,29361.9857,30235.90029,30589.26823,29645.49212,31985.99065,31429.5609,30908.20558,31164.01914,30604.74495,43310371.1,32191.53588,43883152.76,60159837.26,63059513.94,48965123.82,31256.6186,32700.30804,30534.46675,32713.34939,31126.32557,31950.97048,1642474.65
171.10216,1.077,,MS2 available,14384888.68,13071335.56,14072280.45,16709651.4,14128221.37,18842378.86,14489798.48,12853018.78,11359316.16,16354660.55,13561585.47,14534902.06,11175002.56,4171688.954,12290160.39,15648634.97,14030603,13133650.58,16515117.37,13728930.81,19135921.95,13421093.64,21272972.58,14812627.49,86342423.99,94522421.52,87483264.96,85515488.11,62195448.47,67005870.26,75661214,79685213.27,85514473.76,91635193.35,90906186.71,91105702.69,93445198.1,85824618.19,60680102.47,91768694.38,89974101.02,65888359.34,90778587.68,78954665.98,63953585.52,84650460.19,90168859.56,92932126.79,60534111.26,56978738.49,78567279.09,83294217.85,88338301.28,88122780.26,89672485.39,85711542.76,77925266.24,61656349.33,66008123.91,64737692.67,89556749.3,92719934.47,90266350.71,93524446.94,96692881.29,80311103.95,94803728.29,101494142.6,106332814.2,100134086.5,67453670.59,88856217.79,77205931.21,79990915.08,82499249.01,56266123.07,51860962.65
190.03666,2.879,,MS2 available,23596255.07,18685345.36,22794235.58,37112992.33,32420426.52,20927702.5,13753824.93,10180494.33,15242232.2,27886616.86,18758165.66,25075765.19,45772203.95,44057.92683,36586883.38,26205823.16,22746176.38,18772641.77,31516455.4,24403140.42,18591328.15,20873837.87,19726938.13,21035320.75,87053507,94522421.52,86139718.5,85632180.23,64030750.86,67976562.43,75661214,79685213.27,85294066.53,91635193.35,90906186.71,91105702.69,93445198.1,85824618.19,62444967.93,91768694.38,90002894.82,66989191.26,88088000.28,78954665.98,65560016.09,84650460.19,90168859.56,92932126.79,61471165.65,59507882.39,78567279.09,83222493.66,88338301.28,88122780.26,89672485.39,83826796.93,77925266.24,62374892.18,66008123.91,65957100.38,89556749.3,92719934.47,90266350.71,93455153.62,73802774.5,80475165.22,41069199.02,78097542.43,64428048.9,100134086.5,67840913.58,88856217.79,77205931.21,79990915.08,51851861.45,58569653.78,62009430.02
401.01506,5.426,,MS2 available,6639360.252,6127888.856,6228354.539,1534585.17,2881297.213,4138002.02,9525339.885,6843334.95,16191562.96,12643211.95,11657076.4,10607260.53,5350438.953,19373.07915,3282979.06,3503292.682,4618540.707,5130917.195,3985070.056,2815462.044,2887221.35,12330288.83,13593901.3,9590984.903,34432.79102,31927.70033,33215.63671,28500.32503,27916.35272,28359.25367,29907.43504,30478.3026,85514473.76,33149.81944,29965.91118,31189.44972,31062.26689,31663.17572,28979.82635,29074.63357,30724.46368,29708.95323,33506.43223,29739.87029,30044.87749,30523.07751,32391.77249,32005.66452,29488.23702,27349.68059,30133.62838,28592.84579,29286.17981,30821.28265,28344.88128,31990.34242,27212.51801,29005.97176,29406.08552,28780.08201,31318.11152,30978.67964,28730.96942,29628.81846,1871208.461,31184.53827,22668538.64,6860089.859,12677339.74,871943.6923,30228.73117,32572.86841,77205931.21,32217.57135,1075986.852,28827.63204,44849008.89
113.02399,4.798,,MS2 available,1639622.608,1979626.974,2318358.551,3353932.47,3046160.177,3525538.367,5065182.47,2527035.115,12588486.52,4218194.76,18378932.85,5154958.177,2104153.063,83684.97894,1991064.801,2067998.961,1561378.311,1075634.673,1945050.716,1547977.964,1606588.059,8399950.632,16400962.6,14764919.03,87775711.5,62476.91246,63330.01285,62865.13086,54261.09699,54574.0038,59107.4958,58152.34996,56775.10303,62212.25389,59432.09359,61132.14636,63125.64948,87659.55882,55589.77648,61248.98139,61435.98122,55292.20144,60165.97823,55620.82208,55300.6002,58415.43272,60621.83092,159199.0912,54051.55092,55490.90578,58595.75968,53837.96694,56413.60211,54528.88908,56685.97851,58405.20871,52920.16584,51858.39706,52681.99615,57227.44833,60610.60331,59510.02922,53139.3063,54693.93105,195578800.5,62085.06548,171251282.5,110635164.8,133756596.6,103544631.5,60921.88226,62983.21026,59834.57768,259388.8716,59518.25939,648637.2664,12268062.46
155.03437,4.715,,MS2 available,1106439.752,2772508.865,2737731.287,6087276.863,6854259.849,4878111.959,129828.3875,8325.830289,50829.25604,61437.68801,58520.99521,67354.95215,7800.240435,6339.570822,8023.794939,83547.25874,205120.2575,46065.71863,7829.576531,11549.27149,7505.627339,107443.5253,57361.84489,44800.96949,394102424.9,193463.8273,192872.7509,181485.9286,171170.9386,178527.6003,179898.0115,177274.4938,180426.2046,195448.8686,182555.5801,179344.33,185489.9985,195707.3101,175868.894,185510.6676,189685.3633,178394.4186,203168.5765,178354.8273,177120.1198,193249.3606,185242.4441,189486.4612,181422.1348,178430.6952,187361.5373,173684.6047,174254.5065,175376.7818,169530.518,186035.6013,169975.3763,168071.7903,172119.0725,168459.0644,181737.7977,490556.4126,174844.8847,178428.848,438146070.8,183009.998,350832587,304061672.4,338110411.6,346809050.6,642685.579,643329.1005,2702602.907,16492937.27,3583319.021,13985653.11,12138257.63
313.07807,0.806,,MS2 available,1852381.037,585349.5428,724153.1829,2289776.581,815363.3511,698937.0946,1010792.015,2991437.531,692986.7125,814558.9145,718874.5683,2065159.095,1468008.313,102928.6586,3527430.964,768023.999,2494502.757,1131053.757,569345.9816,1270508.459,823556.2652,6003385.941,7568973.366,1194661.724,31415885.37,74159.75281,1593363.357,66339.37487,638181.3889,66065.34137,294542.5565,1937115.521,294362.2168,5727564.712,414151.9375,4187769.605,738843.2342,4433388.077,64849.9968,69261.32154,66943.9936,94935.81425,1718344.087,2364952.401,1304493.385,339486.2945,964291.0691,75997.94114,67426.61232,65737.29994,4401390.008,66909.97267,68257.89201,70277.9459,67055.77197,76750.49384,65407.61793,2209780.185,1413125.516,913316.9445,73347.29995,71831.42292,68937.03377,69872.74447,4400865.267,72206.60875,7377925.173,2279303.061,2309162.372,2100560.77,3203963.127,418086.3224,6225991.704,71437.9488,68220.98242,66229.55597,469753.5471
188.05588,4.834,,MS2 available,47513113.06,36776006.63,34194768.77,5469325.473,5790020.117,5032153.878,5755647.091,9691611.384,5647569.74,7830404.209,3317058.1,5272215.709,3172110.962,9683.321365,2717679.237,3577775.708,5674187.738,4205161.124,10798552.68,6689633.841,5779467.753,3654698.641,3342232.208,2863508.834,5311790.962,74127.80518,76404.91405,66283.67348,67456.54357,67732.16105,69820.04851,71496.00424,69237.22684,70780.00338,72417.38194,75320.1596,73088.54384,76107.03005,66123.55748,69589.4397,72239.29413,68468.64083,78179.62625,67100.1086,68400.2572,72998.14288,80238.03859,75924.89861,66146.63248,65995.58314,67423.18322,66948.98683,69618.48805,74343.82242,70468.8452,77101.02299,66133.68737,71328.11682,69214.81412,67901.78531,73428.30599,73956.96665,69254.57314,70327.39873,84021.28837,70929.1532,83983.39158,81549.10869,85734.84512,85606.39545,69959.05755,74247.82717,71831.39082,70493.54265,77961.72436,64979.54076,83810.35135
217.08267,5.088,,MS2 available,2737054.213,2624161.719,2560702.11,5051730.84,5588671.698,3051695.312,1138902.831,1000522.079,1075443.863,469945.6575,168805.5307,182929.5512,7381181.976,8057.051748,7186257.754,3975882.558,4467505.611,5048048.149,1539130.015,1359351.17,1100527.873,869619.208,1261788.845,879911.985,196822.092,181056.8876,190837.1222,161506.8184,164624.5804,165487.7975,168100.4148,172135.6784,169887.9599,182730.0611,174204.547,179230.838,183216.678,6692873.709,165282.1259,171884.6434,178426.1489,167192.5088,205563.0626,174799.8776,172699.7305,175108.8379,199809.2354,185953.1204,165737.6431,158622.6874,174108.7949,166387.5655,166523.0476,182116.8035,168936.4322,189844.6047,163566.9489,167912.9256,169565.0098,161167.6425,181507.2966,182742.5459,171529.342,179288.2976,210787.209,173117.6331,220197.5753,206783.1846,224043.8895,215642.7291,173271.618,186040.2023,176074.1002,174209.2989,183529.0459,162344.3617,229740.9194
169.08642,1.798,,MS2 available,47554432.28,46409326.86,37120951.11,24684204.07,21746029.71,28726565.04,3032375.486,3235414.229,3157456.468,3308062.131,3205800.223,3485869.533,3499470.463,719690.0974,3542353.34,3587642.226,3626679.178,3526286.039,3837850.273,224444.0106,3682629.899,3788401.141,3433737.195,3575318.827,22298.96934,14034.7335,1127344.529,14029.72199,24352.97216,14740.45029,24306.63598,14313.52934,20612.37023,13123.60405,13458.97534,23007.76994,13740.06567,15740.09425,19959.83553,19199.80281,17876.50678,127643.392,2461371.334,2202467.268,21774.08654,21497.74973,23512.31745,2859369.432,2655677.476,1262763.898,6351970.231,15018.94219,19753.47811,17102.94234,19257.62865,14217.16532,17986.2284,22798.43002,15796.65197,18121.07198,14606.84677,13640.64477,14522.48876,12730.29079,23815.57011,19294.51741,23891.17487,192961.268,22664.5797,180823.1781,6373781.707,1107004.177,4683566.448,5287214.088,1267043.236,5655811.696,13788.67775
273.14597,4.529,,MS2 available,8308263.493,7802069.068,6985224.52,3448494.559,3599438.381,3141395.398,2377520.754,1626273.059,2336803.335,139412.6645,80250.97243,106939.55,4773860.204,6906.094022,4133461.006,6745414.374,7716186.743,7596598.882,2397571.011,2354357.447,1802226.171,2791429.765,3162364.796,2651900.453,3902133.47,2249546.736,2392845.049,4579759.857,5735427.544,3966541.52,6494568.622,6936750.998,7341785.145,1301823.368,9500504.295,6150634.862,5587906.531,4311756.578,5159170.018,3158220.815,3829695.407,5563871.22,3458137.939,5077790.302,2062749.504,7562958.769,5667676.186,4066860.205,3400920.577,4616428.043,1791729.042,2691198.869,4352282.921,2531143.831,5621316.392,1109213.757,6469543.604,5186016.177,5632651.826,7367576.867,3090677.543,2025022.001,3188614.996,1558516.947,3622233.634,3537948.809,4245602.28,6337220.527,7078171.844,5652411.943,3164844.975,3421112.985,4975785.257,4438122.636,2197273.456,3126880.201,2795058.782
688.49135,2.825,,MS2 available,1833651.291,1912546.859,2658679.239,6706691.463,5399089.122,6017716.953,2088209.008,2621436.917,2961510.374,4934661.654,5279183.078,5633938.738,4141114.533,8800.52067,3610800.007,2026132.683,1997512.373,2098934.169,4159250.807,2620329.009,4069346.312,1890245.993,1615097.35,1644949.406,383987708.8,61045.42803,65905.93937,61424.75149,55476.34157,59729.56138,58324.87895,60774.3297,55474.25968,64648.05186,63951.45463,63279.64286,61679.30105,85651.0842,54316.09159,59845.63158,62868.72241,55131.54908,58787.44242,54346.42586,57977.17706,61026.43052,61983.94734,66267.36152,53455.5255,57709.20715,57530.76619,56949.60554,55570.89148,56798.25518,57610.17155,59707.22576,52996.84048,50670.20633,51771.1406,55916.24075,59221.88016,58146.52266,53298.58165,59008.76381,421490354.4,60662.55913,264516773.1,395988334.8,359125917.9,392544151.7,59526.02702,64872.44648,58463.635,55882.68174,61960.75925,55115.7021,15065325.44
