Line Name,Measurement Type,Time,Value,Units
PVHG6-P-R3,"Pd630_LPD00333	",21,12.98969179,RPKM
PVHG6-P-R3,"Pd630_LPD00334	",21,1.585062764,RPKM
PVHG6-P-R3,"Pd630_LPD00337	",21,3.096985034,RPKM
PVHG6-P-R3,"Pd630_LPD00338	",21,16.78928598,RPKM
PVHG6-P-R3,"Pd630_LPD00339	",21,52.36566252,RPKM
PVHG6-P-R3,"Pd630_LPD00340	",21,6.037922064,RPKM
PVHG6-P-R3,"Pd630_LPD00341	",21,46.70291657,RPKM
PVHG6-P-R3,"Pd630_LPD00342	",21,6.635558361,RPKM
PVHG6-P-R3,"Pd630_LPD00343	",21,5.404683552,RPKM
PVHG6-P-R3,"Pd630_LPD00344	",21,22.51643173,RPKM
PVHG6-P-R3,"Pd630_LPD00345	",21,8.900344376,RPKM
PVHG6-P-R3,"Pd630_LPD00346	",21,23.75594143,RPKM
PVHG6-P-R3,"Pd630_LPD00347	",21,34.06724974,RPKM
PVHG6-P-R3,"Pd630_LPD00348	",21,27.8638435,RPKM
PVHG6-P-R3,"Pd630_LPD00349	",21,149.674236,RPKM
PVHG6-P-R3,"Pd630_LPD00350	",21,4.243525867,RPKM
PVHG6-P-R3,"Pd630_LPD00351	",21,1.908899985,RPKM
PVHG6-P-R3,"Pd630_LPD00352	",21,0.847915747,RPKM
PVHG6-P-R3,"Pd630_LPD00353	",21,1.991513521,RPKM
PVHG6-P-R3,"Pd630_LPD00354	",21,1.43865877,RPKM
PVHG6-P-R3,"Pd630_LPD00355	",21,1.165135991,RPKM
PVHG6-P-R3,"Pd630_LPD00356	",21,0.775035027,RPKM
PVHG6-P-R3,"Pd630_LPD00357	",21,10.32734174,RPKM
PVHG6-P-R3,"Pd630_LPD00358	",21,1.680484603,RPKM
PVHG6-P-R3,"Pd630_LPD00359	",21,4.072106266,RPKM
PVHG6-P-R3,"Pd630_LPD00361	",21,1.259152728,RPKM
PVHG6-P-R3,"Pd630_LPD00362	",21,3.871496173,RPKM
PVHG6-P-R3,"Pd630_LPD00363	",21,3.885892812,RPKM
PVHG6-P-R3,"Pd630_LPD00364	",21,3.952312693,RPKM
PVHG6-P-R3,"Pd630_LPD00365	",21,0.986607089,RPKM
PVHG6-P-R3,"Pd630_LPD00366	",21,0.251106895,RPKM
